Reference audio ID,Synthesized audio ID,Input text,Speaker ID,RTF,SECS,Transcription,WER
locutor2_audio_364,locutor2_audio_364_XTTS,La lluvia en la ventana y un buen libro son mi plan perfecto.,locutor2,1.0024639782984612,0.8519811, La lluvia en la ventana y un buen libro son mi plan perfecto.,0.0
locutor2_audio_15215_15216,locutor2_audio_15215_15216_XTTS,A veces me pregunto si los pájaros tienen reuniones secretas en los árboles.,locutor2,1.2362856383717389,0.90243137, A veces me pregunto si los pájaros tienen reuniones secretas en los árboles.,0.0
locutor2_audio_29797,locutor2_audio_29797_XTTS,Las risas de los niños en el parque resonaban como la banda sonora de la felicidad compartida.,locutor2,0.955233538854948,0.87565124," Las risas de los niños en el parque, resonaban como rabanda sonora de la felicidad compartida.",0.11764705882352941
locutor2_audio_7682,locutor2_audio_7682_XTTS,"La creatividad es contagiosa, pásala.",locutor2,0.588675939505356,0.81582, La creatividad es contagiosa. Pásala.,0.0
locutor2_audio_18383,locutor2_audio_18383_XTTS,"Hice una lista de tareas pendientes, pero la tarea más importante es ignorar la lista y relajarme.",locutor2,0.5733650863866815,0.86054754," Y se una lista de tareas pendientes, pero la tarea más importante es ignorar la lista y relajarme.",0.11764705882352941
locutor2_audio_69343_69344_69345_69346,locutor2_audio_69343_69344_69345_69346_XTTS,Intentando recordar la contraseña después de cambiarla: una historia de terror moderna.,locutor2,0.5774293338216938,0.92046285, intentando recordarla con traseña después de cambiarla una historia de terror moderna.,0.25
locutor2_audio_22842_22843,locutor2_audio_22842_22843_XTTS,"Con cada palabra escrita, la pluma dejaba un rastro de emociones en el papel, un diálogo silencioso entre el autor y sus pensamientos.",locutor2,0.5425439367324368,0.88266635," Con cada palabra escrita, la pluma dejaba un rastro de emociones en el papel. Un diálogo silencioso entre el autor y sus pensamientos.",0.0
locutor2_audio_23189,locutor2_audio_23189_XTTS,"Estar en las nubes es normal de vez en cuando, pero hay que bajar a la Tierra.",locutor2,0.5822484657150441,0.8540199," estar en las nubes es normal de vez en cuando, pero hay que bajar a la tierra, que ante un mundío mosticate o no es parte, cada o un puerto del orbún nuticente que estichó tiempo un braper si ordofértoro fersigotien, no",1.4705882352941178
locutor2_audio_52122_52123,locutor2_audio_52122_52123_XTTS,"La risa es el mejor remedio, especialmente cuando intentas recordar dónde dejaste las llaves del coche.",locutor2,0.5709923432754913,0.87123203," La risa es el mejor remedio, especialmente cuando intentas recordar donde dejaste las llaves del coche.",0.0625
locutor2_audio_60436,locutor2_audio_60436_XTTS,"En el bullicio de la ciudad, encontré la paz en el susurro de las hojas de los árboles.",locutor2,0.6437562234755072,0.8291561," en el bujicio de la ciudad, encontré la paz en el susurro de las hojas de los árboles.",0.05555555555555555
locutor2_audio_25186,locutor2_audio_25186_XTTS,"El sonido de tacones resonaba en el vestíbulo, anunciando la llegada de alguien cuya presencia prometía intriga.",locutor2,0.5383656800818593,0.9112275," El sonido de tacones resonaba en el vestíbulo, anunciando la llevada de alguien cuya presencia prometía intrida.",0.11764705882352941
locutor2_audio_65434,locutor2_audio_65434_XTTS,"La vida es corta, sonríele a quien lloras, ignora a quien te critica y sé feliz con quien te importa.",locutor2,0.6235813483701699,0.8829689," La vida es corta, sonríele a quien lloras, ignora a quien te critica y se feliz con quien te importa.",0.05
locutor2_audio_65074,locutor2_audio_65074_XTTS,"Cuando enfrentamos desafíos, no solo descubrimos nuestra fuerza interior, sino también la capacidad de superar cualquier adversidad.",locutor2,0.5499768844284163,0.91172945," Cuando enfrentamos desafíos, no solo descubrimos nuestra fuerza interior, sino también la capacidad de superar cualquier adversidad.",0.0
locutor2_audio_3231_3232,locutor2_audio_3231_3232_XTTS,"Si no puedes hacer grandes cosas, haz cosas pequeñas de una forma grandiosa.",locutor2,0.6253857932732625,0.84458935," sino puedes hacer grandes cosas, ascozas pequeñas de una forma grandiosa.",0.3076923076923077
