Reference audio ID,Synthesized audio ID,Input text,Speaker ID,RTF,SECS
locutor2_audio_364,locutor2_audio_364_YourTTS,La perseverancia es la clave que desbloquea puertas aparentemente imposibles.,locutor2,0.5890718114165285,0.8113955
locutor2_audio_15215_15216,locutor2_audio_15215_15216_YourTTS,"Vive la vida con intensidad, no con prisa.",locutor2,0.08845873261717233,0.8629391
locutor2_audio_29797,locutor2_audio_29797_YourTTS,La brisa fresca del parque llevaba consigo risas de niños y el canto de pájaros en los árboles.,locutor2,0.08800641348044333,0.84390956
locutor2_audio_7682,locutor2_audio_7682_YourTTS,La música tiene el poder de transportarnos a diferentes lugares y momentos. Es como un billete mágico para un viaje emocional.,locutor2,0.022994093016155046,0.9028714
locutor2_audio_18383,locutor2_audio_18383_YourTTS,"Las cicatrices son recordatorios de las batallas que hemos librado, pero también son testimonios de nuestra fuerza para superarlas.",locutor2,0.024146290428667182,0.79317355
locutor2_audio_69343_69344_69345_69346,locutor2_audio_69343_69344_69345_69346_YourTTS,"Me encanta esa canción, ¿la has escuchado?",locutor2,0.04759592353005897,0.8499465
locutor2_audio_22842_22843,locutor2_audio_22842_22843_YourTTS,"Las lágrimas en sus ojos reflejaban tormentas internas, mientras el cielo lloraba en sintonía con los pesares del alma.",locutor2,0.022973885033427878,0.86450064
locutor2_audio_23189,locutor2_audio_23189_YourTTS,¡Increíble cómo las cosas pueden cambiar en un instante!,locutor2,0.038497977786593966,0.8520576
locutor2_audio_52122_52123,locutor2_audio_52122_52123_YourTTS,"Estar en las nubes es normal de vez en cuando, pero hay que bajar a la Tierra.",locutor2,0.032923679951338734,0.867878
locutor2_audio_60436,locutor2_audio_60436_YourTTS,Mi nivel de adultez es directamente proporcional a cuánto disfruto comprar cosas para la casa.,locutor2,0.029491094669493116,0.81901366
locutor2_audio_25186,locutor2_audio_25186_YourTTS,"A medida que avanzamos en la vida, aprendemos que las batallas más difíciles a menudo van de la mano con las mejores recompensas.",locutor2,0.022787005430849643,0.8931954
locutor2_audio_65434,locutor2_audio_65434_YourTTS,"Las cicatrices son recordatorios de las batallas que hemos librado, pero también son testimonios de nuestra fuerza para superarlas.",locutor2,0.021384914334003743,0.8693248
locutor2_audio_65074,locutor2_audio_65074_YourTTS,"A veces, la solución es tomarse un descanso y respirar.",locutor2,0.04870461469346826,0.86659473
locutor2_audio_3231_3232,locutor2_audio_3231_3232_YourTTS,"La inteligencia artificial es una herramienta valiosa, pero no puede reemplazar la compasión, la empatía y la intuición humana.",locutor2,0.02233661739120769,0.86007464
locutor2_audio_29515_29516,locutor2_audio_29515_29516_YourTTS,¡Buenas noticias! ¡Me dieron el trabajo!,locutor2,0.05559596632208143,0.8207541
locutor2_audio_66149,locutor2_audio_66149_YourTTS,"La diversidad no solo agrega color al mundo, sino también perspectiva y sabiduría.",locutor2,0.02932730758448012,0.8479458
locutor2_audio_6861,locutor2_audio_6861_YourTTS,"¿Sabes qué? No hay nada como llegar a casa, ponerse cómodo y disfrutar de una buena serie. Netflix es mi mejor amigo, ¡sin duda!",locutor2,0.023403588463278377,0.79452926
locutor2_audio_45010,locutor2_audio_45010_YourTTS,"Vive la vida con intensidad, no con prisa.",locutor2,0.04905215273164723,0.77236974
locutor2_audio_59302_59303,locutor2_audio_59302_59303_YourTTS,"Con cada pincelada, el lienzo se transformaba en una expresión única de emociones y colores.",locutor2,0.02969067271162824,0.857852
locutor2_audio_8772_8773,locutor2_audio_8772_8773_YourTTS,"El arte de escuchar es tan valioso como el arte de hablar. A veces, las historias más fascinantes se esconden detrás de palabras cuidadosamente escuchadas.",locutor2,0.02398192589784184,0.8888453
locutor1_audio_42328_42329,locutor1_audio_42328_42329_YourTTS,La vida es corta. Come postre primero.,locutor1,0.07401585578918457,0.67912465
locutor1_audio_5807,locutor1_audio_5807_YourTTS,Hazlo con pasión o no lo hagas en absoluto.,locutor1,0.04513281119334233,0.75567305
locutor1_audio_9352,locutor1_audio_9352_YourTTS,El éxito es la suma de pequeños esfuerzos repetidos día tras día.,locutor1,0.05512791244607223,0.7173221
locutor1_audio_47636_47637,locutor1_audio_47636_47637_YourTTS,Hice una lista de cosas por hacer y ahora mi lista de Netflix es más larga que nunca.,locutor1,0.03762204173228724,0.8352974
locutor1_audio_33442,locutor1_audio_33442_YourTTS,"La creatividad no tiene límites. Cuanto más sueñas, más lejos llegas.",locutor1,0.053230407557271216,0.79006547
locutor1_audio_36237_36238_36239_36240,locutor1_audio_36237_36238_36239_36240_YourTTS,¿Alguien más tiene una lista de reproducción para cada estado de ánimo?,locutor1,0.04968055383821504,0.7501875
locutor1_audio_25082,locutor1_audio_25082_YourTTS,La imaginación es el lienzo donde los sueños toman vida.,locutor1,0.03628014127816438,0.7441944
locutor1_audio_36945,locutor1_audio_36945_YourTTS,¿Ya viste el último episodio de esa serie? Fue impactante.,locutor1,0.04486158412164419,0.81079054
locutor1_audio_37754_37755,locutor1_audio_37754_37755_YourTTS,"El coraje no siempre ruge. A veces, el coraje es esa voz tranquila al final del día que dice: lo intentaré de nuevo mañana.",locutor1,0.023869605844511702,0.750299
locutor1_audio_17238_17239_17240_17241,locutor1_audio_17238_17239_17240_17241_YourTTS,"Bajo las luces tenues de la calle, los vecinos compartían saludos cordiales al volver a casa.",locutor1,0.029419655682610683,0.76976794
locutor1_audio_36838,locutor1_audio_36838_YourTTS,"En el escenario de la existencia, cada encuentro es una actuación única, donde los protagonistas entrelazan sus historias, dejando huellas en el telar del tiempo.",locutor1,0.02323741691684291,0.8024498
locutor1_audio_40372,locutor1_audio_40372_YourTTS,"¡Hola, mi gente! ¿Qué se traen entre manos?",locutor1,0.05886128002947027,0.7548678
locutor1_audio_33030,locutor1_audio_33030_YourTTS,"El caos de mi escritorio refleja la complejidad de mis pensamientos. Aunque siempre sé dónde está todo, incluso si parece un desastre para los demás.",locutor1,0.02115395139245426,0.7848525
locutor1_audio_29241,locutor1_audio_29241_YourTTS,"La vida sería mucho más aburrida sin esos momentos inesperados de alegría, como encontrar dinero en un bolsillo olvidado.",locutor1,0.023412847233389666,0.8249814
locutor1_audio_45678_45679,locutor1_audio_45678_45679_YourTTS,¿Alguna película recomendada para ver en casa?,locutor1,0.04484131932258606,0.77624464
locutor1_audio_48613,locutor1_audio_48613_YourTTS,"¡Guau, este nuevo videojuego es asombroso!",locutor1,0.0444480509900335,0.7633826
locutor1_audio_49706,locutor1_audio_49706_YourTTS,"El aroma del café recién preparado llenó la habitación, despertando todos los sentidos.",locutor1,0.0327672011534641,0.6851902
locutor1_audio_1375,locutor1_audio_1375_YourTTS,"Los faroles en la plaza titilaban con un encanto antiguo, guiando a los transeúntes por senderos iluminados por la historia.",locutor1,0.023191583243918505,0.78162146
locutor1_audio_33080,locutor1_audio_33080_YourTTS,"Las amistades verdaderas son como estrellas fugaces en la oscuridad de la vida. Pueden ser pocas, pero su brillo es intenso y eterno.",locutor1,0.025445158686934474,0.72937363
locutor1_audio_24044,locutor1_audio_24044_YourTTS,No sé si mi café me está hablando o si solo necesito dormir más.,locutor1,0.044322215400619674,0.7135788
locutor4_audio_32765,locutor4_audio_32765_YourTTS,"En la calle bulliciosa, los colores vibrantes de los escaparates invitaban a un viaje visual por mundos llenos de posibilidades.",locutor4,0.026363849073000576,0.8120934
locutor4_audio_59494,locutor4_audio_59494_YourTTS,"En el rincón silencioso de la noche, las estrellas son testigos de nuestras reflexiones más íntimas, iluminando secretos que solo la oscuridad conoce.",locutor4,0.02350854006548091,0.8193426
locutor4_audio_38051,locutor4_audio_38051_YourTTS,"Las calles adoquinadas contaban historias antiguas, marcadas por el paso del tiempo.",locutor4,0.03750835994325311,0.7660193
locutor4_audio_67254,locutor4_audio_67254_YourTTS,"La vela parpadeaba en la ventana, esperando el regreso de alguien cuya ausencia había dejado cicatrices en el corazón.",locutor4,0.027954516051703418,0.84881103
locutor4_audio_39210,locutor4_audio_39210_YourTTS,El cambio es la única constante en la vida. Adaptarse es la clave para sobresalir.,locutor4,0.03382993161340291,0.6694142
locutor4_audio_55121,locutor4_audio_55121_YourTTS,"En el silencio de la noche, encuentro la paz que el bullicio del día no puede ofrecer. Las estrellas son testigos de mis pensamientos más profundos.",locutor4,0.0214698403506652,0.77569294
locutor4_audio_56236,locutor4_audio_56236_YourTTS,La bondad es un idioma que los sordos pueden escuchar y los ciegos pueden ver.,locutor4,0.03542930213480048,0.7064297
locutor4_audio_67617,locutor4_audio_67617_YourTTS,"Cuando te levantas por la mañana, piensa en el precioso privilegio de estar vivo, de respirar, de pensar, de disfrutar, de amar.",locutor4,0.025250409778795745,0.8382108
locutor4_audio_70617,locutor4_audio_70617_YourTTS,"Cerré los ojos y dejé que la música me llevara a lugares lejanos, donde los sueños se vuelven realidad.",locutor4,0.02937722727999709,0.87042606
locutor4_audio_65875_65876,locutor4_audio_65875_65876_YourTTS,La rutina diaria se rompió con una noticia inesperada que cambió el rumbo de sus días.,locutor4,0.03358153532249759,0.83448654
locutor4_audio_28676,locutor4_audio_28676_YourTTS,Las estrellas brillaban en el cielo como diamantes incrustados en la bóveda celeste.,locutor4,0.03339741379022598,0.8427546
locutor4_audio_32740_32741,locutor4_audio_32740_32741_YourTTS,"¡Qué pena! Pero bueno, la vida es corta, así que hay que recomponerse y darlo todo.",locutor4,0.038567112713325316,0.775231
locutor4_audio_72447,locutor4_audio_72447_YourTTS,¿Cuál es tu lugar favorito para relajarte?,locutor4,0.05712683754737931,0.731902
locutor4_audio_57986,locutor4_audio_57986_YourTTS,Amaneció con un cielo pintado de colores cálidos y susurros de la naturaleza.,locutor4,0.037540745759299894,0.7616181
locutor4_audio_79807,locutor4_audio_79807_YourTTS,"¡Hola, qué pasa! ¿Cómo va todo por ahí?",locutor4,0.0653142641697611,0.7391261
locutor4_audio_27800_27801,locutor4_audio_27800_27801_YourTTS,"Las amistades verdaderas son como estrellas fugaces en la oscuridad de la vida. Pueden ser pocas, pero su brillo es intenso y eterno.",locutor4,0.024645391738776005,0.85602057
locutor4_audio_64111,locutor4_audio_64111_YourTTS,¿Te ha pasado que entras a una habitación y olvidas por qué estabas allí? Mi cerebro debe tener su propio GPS caprichoso.,locutor4,0.027547495401635466,0.6630409
locutor4_audio_78962,locutor4_audio_78962_YourTTS,El calor del sol acariciaba la piel durante un día de verano en el campo.,locutor4,0.04288054827193887,0.7813383
locutor4_audio_76139_76140,locutor4_audio_76139_76140_YourTTS,La tecnología avanza tan rápido que a veces siento que mi teléfono es más inteligente que yo. Pero al menos no puede hacer una buena taza de café.,locutor4,0.023667888082686824,0.7940361
locutor4_audio_30485,locutor4_audio_30485_YourTTS,"La maravilla de la vida está en la diversidad de experiencias que podemos vivir, enriqueciendo nuestro viaje con colores y texturas únicas.",locutor4,0.031103028581952148,0.8442666
locutor5_audio_119207,locutor5_audio_119207_YourTTS,"El eco lejano de una guitarra callejera se mezclaba con el bullicio urbano, creando una sinfonía improvisada en las calles transitadas.",locutor5,0.037971981679009136,0.749251
locutor5_audio_99936_99937,locutor5_audio_99936_99937_YourTTS,"La amistad es como un jardín que florece con risas, apoyo y momentos compartidos. Cada amigo es una flor única en este hermoso paisaje.",locutor5,0.026348472172539588,0.8845004
locutor5_audio_12839,locutor5_audio_12839_YourTTS,"Estar en las nubes es normal de vez en cuando, pero hay que bajar a la Tierra.",locutor5,0.06051517914246469,0.7977704
locutor5_audio_53984,locutor5_audio_53984_YourTTS,"La paciencia es una lección que la naturaleza nos enseña cada temporada, recordándonos que incluso las flores más hermosas necesitan tiempo para florecer.",locutor5,0.040087408359119996,0.81155133
locutor5_audio_43643_43644_43645,locutor5_audio_43643_43644_43645_YourTTS,"A medida que confiamos en la inteligencia artificial para tomar decisiones críticas, debemos ser conscientes de los sesgos inherentes y trabajar para eliminarlos.",locutor5,0.029830280078910074,0.84781766
locutor5_audio_34451,locutor5_audio_34451_YourTTS,"La vida no es esperar a que pase la tormenta, sino aprender a bailar bajo la lluvia.",locutor5,0.04635569808396651,0.83440286
locutor5_audio_51836,locutor5_audio_51836_YourTTS,"La inteligencia artificial es una herramienta poderosa, pero su verdadero valor radica en cómo la utilizamos para mejorar la vida humana.",locutor5,0.03222629163392197,0.8849321
locutor5_audio_72303,locutor5_audio_72303_YourTTS,"Estar hasta las narices de algo es normal, pero hay que aguantarse.",locutor5,0.06849736784378327,0.82959
locutor5_audio_90154,locutor5_audio_90154_YourTTS,"Las sombras danzaban en las paredes, como personajes de una tragedia silenciosa que solo las piedras recordarían.",locutor5,0.03222005133502838,0.69124
locutor5_audio_88992_88993_88994,locutor5_audio_88992_88993_88994_YourTTS,"Nunca subestimes el poder curativo de una siesta. Es como un reinicio para el alma, especialmente si tienes una manta suave y una almohada cómoda.",locutor5,0.02275123851462858,0.8881949
locutor5_audio_15553,locutor5_audio_15553_YourTTS,"En la calle bulliciosa, los colores vibrantes de los escaparates invitaban a un viaje visual por mundos llenos de posibilidades.",locutor5,0.028415793372738744,0.8045285
locutor5_audio_57868,locutor5_audio_57868_YourTTS,"Siempre quise ser superhéroe, pero mis superpoderes parecen limitarse a encontrar cosas perdidas.",locutor5,0.04984420791785423,0.81318
